"","LMAHDY"
"2015-03-05",1786.25
"2015-03-06",1769.25
"2015-03-09",1765.75
"2015-03-10",1746
"2015-03-11",1733.25
"2015-03-12",1738
"2015-03-13",1769.25
"2015-03-16",1772.5
"2015-03-17",1788.5
"2015-03-18",1759
"2015-03-19",1778.5
"2015-03-20",1791.75
"2015-03-23",1787.75
"2015-03-24",1781.75
"2015-03-25",1769
"2015-03-26",1783.25
"2015-03-27",1775.5
"2015-03-30",1792
"2015-03-31",1781.25
"2015-04-01",1775.5
"2015-04-02",1781.25
"2015-04-07",1781.75
"2015-04-08",1769.5
"2015-04-09",1765
"2015-04-10",1770
"2015-04-13",1775
"2015-04-14",1792.25
"2015-04-15",1827
"2015-04-16",1836.5
"2015-04-17",1834.25
"2015-04-20",1829.25
"2015-04-21",1834.25
"2015-04-22",1820.75
"2015-04-23",1797.75
"2015-04-24",1843.25
"2015-04-27",1846.75
"2015-04-28",1878.75
"2015-04-29",1891.75
"2015-04-30",1933.25
"2015-05-01",1902.25
"2015-05-05",1959.25
"2015-05-06",1900
"2015-05-07",1855.5
"2015-05-08",1859.5
"2015-05-11",1846.25
"2015-05-12",1861
"2015-05-13",1847.5
"2015-05-14",1834
"2015-05-15",1817.75
"2015-05-18",1783
"2015-05-19",1749.75
"2015-05-20",1744.25
"2015-05-21",1734.5
"2015-05-22",1729.75
"2015-05-26",1713.25
"2015-05-27",1699
"2015-05-28",1739.75
"2015-05-29",1700.5
"2015-06-01",1722.5
"2015-06-02",1701.25
"2015-06-03",1714.25
"2015-06-04",1705.75
"2015-06-05",1712.5
"2015-06-08",1710
"2015-06-09",1711.75
"2015-06-10",1722.5
"2015-06-11",1713.25
"2015-06-12",1701.5
"2015-06-15",1676.75
"2015-06-16",1666
"2015-06-17",1665.5
"2015-06-18",1663
"2015-06-19",1652.75
"2015-06-22",1668.25
"2015-06-23",1684.5
"2015-06-24",1676.25
"2015-06-25",1684.75
"2015-06-26",1665.5
"2015-06-29",1660.5
"2015-06-30",1651
"2015-07-01",1688.75
"2015-07-02",1686.75
"2015-07-03",1671.5
"2015-07-06",1652.25
"2015-07-07",1623
"2015-07-08",1629.75
"2015-07-09",1659.75
"2015-07-10",1657.5
"2015-07-13",1673.25
"2015-07-14",1663.25
"2015-07-15",1674.75
"2015-07-16",1673.75
"2015-07-17",1655
"2015-07-20",1644.5
"2015-07-21",1615.75
"2015-07-22",1614.5
"2015-07-23",1593
"2015-07-24",1602.5
"2015-07-27",1599
"2015-07-28",1616.75
"2015-07-29",1624.75
"2015-07-30",1606.5
"2015-07-31",1582
"2015-08-03",1576.75
"2015-08-04",1581.75
"2015-08-05",1559.75
"2015-08-06",1559.25
"2015-08-07",1556.5
"2015-08-10",1585.5
"2015-08-11",1554
"2015-08-12",1556.75
"2015-08-13",1543.25
"2015-08-14",1550.5
"2015-08-17",1537.5
"2015-08-18",1527
"2015-08-19",1529.5
"2015-08-20",1550
"2015-08-21",1523.5
"2015-08-24",1496
"2015-08-25",1535.5
"2015-08-26",1509.75
"2015-08-27",1542
"2015-08-28",1587.75
"2015-09-01",1583.25
"2015-09-02",1579
"2015-09-03",1609.75
"2015-09-04",1587.25
"2015-09-07",1580.25
"2015-09-08",1608.75
"2015-09-09",1607.75
"2015-09-10",1617.75
"2015-09-11",1620.75
"2015-09-14",1602.75
"2015-09-15",1595.25
"2015-09-16",1611.5
"2015-09-17",1622.25
"2015-09-18",1615.75
"2015-09-21",1607.25
"2015-09-22",1577
"2015-09-23",1564.75
"2015-09-24",1569
"2015-09-25",1556.5
"2015-09-28",1537
"2015-09-29",1551
"2015-09-30",1566.75
"2015-10-01",1554.5
"2015-10-02",1546
"2015-10-05",1551.5
"2015-10-06",1539.5
"2015-10-07",1561
"2015-10-08",1544.25
"2015-10-09",1597.25
"2015-10-12",1576.5
"2015-10-13",1575.25
"2015-10-14",1572.5
"2015-10-15",1551.5
"2015-10-16",1548.25
"2015-10-19",1521.5
"2015-10-20",1513.25
"2015-10-21",1476.25
"2015-10-22",1452.25
"2015-10-23",1459.75
"2015-10-26",1442.25
"2015-10-27",1441.5
"2015-10-28",1451
"2015-10-29",1439.75
"2015-10-30",1447.25
"2015-11-02",1462.5
"2015-11-03",1471.75
"2015-11-04",1477.75
"2015-11-05",1495
"2015-11-06",1508.75
"2015-11-09",1498.75
"2015-11-10",1496.25
"2015-11-11",1508.5
"2015-11-12",1481
"2015-11-13",1478.75
"2015-11-16",1451
"2015-11-17",1457.25
"2015-11-18",1455.75
"2015-11-19",1453.25
"2015-11-20",1436
"2015-11-23",1425.5
"2015-11-24",1436.5
"2015-11-25",1450.25
"2015-11-26",1494
"2015-11-27",1450
"2015-11-30",1437.25
"2015-12-01",1461.75
"2015-12-02",1478
"2015-12-03",1466.5
"2015-12-04",1505.75
"2015-12-07",1478
"2015-12-08",1470
"2015-12-09",1487.5
"2015-12-10",1492.75
"2015-12-11",1486.5
"2015-12-14",1500.5
"2015-12-15",1471.75
"2015-12-16",1486
"2015-12-17",1486.5
"2015-12-18",1506.5
"2015-12-21",1520.75
"2015-12-22",1517.25
"2015-12-23",1545.25
"2015-12-24",1532
"2015-12-29",1528.25
"2015-12-30",1519.5
"2015-12-31",1500.25
"2016-01-04",1467.5
"2016-01-05",1456.5
"2016-01-06",1469.75
"2016-01-07",1469.75
"2016-01-08",1487
"2016-01-11",1455.25
"2016-01-12",1448.5
"2016-01-13",1467.25
"2016-01-14",1490
"2016-01-15",1475.75
"2016-01-18",1489.25
"2016-01-19",1482.25
"2016-01-20",1463.5
"2016-01-21",1486
"2016-01-22",1482.75
"2016-01-25",1475.25
"2016-01-26",1494
"2016-01-27",1527.5
"2016-01-28",1515.5
"2016-01-29",1518.75
"2016-02-01",1524.25
"2016-02-02",1504.25
"2016-02-03",1527
"2016-02-04",1535
"2016-02-05",1495
"2016-02-08",1500
"2016-02-09",1480
"2016-02-10",1481.5
"2016-02-11",1484.5
"2016-02-12",1502.5
"2016-02-15",1514
"2016-02-16",1524
"2016-02-17",1523.25
"2016-02-18",1528.5
"2016-02-19",1562.75
"2016-02-22",1587.25
"2016-02-23",1557.5
"2016-02-24",1577.25
"2016-02-25",1574.75
"2016-02-26",1577
"2016-02-29",1596.25
"2016-03-01",1587.25
"2016-03-02",1605.5
"2016-03-03",1598.25
"2016-03-04",1604.75
"2016-03-07",1604
"2016-03-08",1569.25
"2016-03-09",1579.25
"2016-03-10",1550.75
"2016-03-11",1551.75
"2016-03-14",1528.5
"2016-03-15",1504.75
"2016-03-16",1489
"2016-03-17",1508
"2016-03-18",1496.5
"2016-03-21",1487.5
"2016-03-22",1479.25
"2016-03-23",1467
"2016-03-24",1467.25
"2016-03-29",1477.25
"2016-03-30",1484.75
"2016-03-31",1510.75
"2016-04-01",1523.25
"2016-04-04",1516.5
"2016-04-05",1499
"2016-04-06",1494.25
"2016-04-07",1484.25
"2016-04-08",1503.5
"2016-04-11",1494.75
"2016-04-12",1523.5
"2016-04-13",1547
"2016-04-14",1547.25
"2016-04-15",1544.5
"2016-04-18",1582
"2016-04-19",1587
"2016-04-20",1617
"2016-04-21",1626.25
"2016-04-22",1643.75
"2016-04-25",1645.25
"2016-04-26",1642
"2016-04-27",1641.25
"2016-04-28",1663.75
"2016-04-29",1669.75
"2016-05-03",1616.25
"2016-05-04",1615
"2016-05-05",1592.25
"2016-05-06",1581.75
"2016-05-09",1542.75
"2016-05-10",1536
"2016-05-11",1547.25
"2016-05-12",1528.75
"2016-05-13",1516.75
"2016-05-16",1532
"2016-05-17",1531.25
"2016-05-18",1539.25
"2016-05-19",1533
"2016-05-20",1535.5
"2016-05-23",1543.75
"2016-05-24",1548
"2016-05-25",1536.25
"2016-05-26",1547
"2016-05-27",1546
"2016-05-31",1543.75
"2016-06-01",1556.5
"2016-06-02",1528
"2016-06-03",1534.75
"2016-06-06",1542.75
"2016-06-07",1553.5
"2016-06-08",1594.75
"2016-06-09",1569.75
"2016-06-10",1568.75
"2016-06-13",1603
"2016-06-14",1605.25
"2016-06-15",1613.75
"2016-06-16",1592.5
"2016-06-17",1608
"2016-06-20",1623.9
"2016-06-21",1625.75
"2016-06-22",1625.75
"2016-06-23",1633.25
"2016-06-24",1608.25
"2016-06-27",1585.75
"2016-06-28",1613.5
"2016-06-29",1626.75
"2016-06-30",1643
"2016-07-01",1655.25
"2016-07-04",1640.5
"2016-07-05",1644.25
"2016-07-06",1641
"2016-07-07",1629.5
"2016-07-08",1653.75
"2016-07-11",1640.25
"2016-07-12",1662
"2016-07-13",1659
"2016-07-14",1670.75
"2016-07-15",1654.75
"2016-07-18",1644.75
"2016-07-19",1631
"2016-07-20",1609.75
"2016-07-21",1586
"2016-07-22",1596
"2016-07-25",1593.25
"2016-07-26",1581.5
"2016-07-27",1581.5
"2016-07-28",1599
"2016-07-29",1636.25
"2016-08-01",1625.5
"2016-08-02",1615.25
"2016-08-03",1629.5
"2016-08-04",1611.75
"2016-08-05",1633.5
"2016-08-08",1630.5
"2016-08-09",1629
"2016-08-10",1634.25
"2016-08-11",1642.5
"2016-08-12",1643
"2016-08-15",1665.75
"2016-08-16",1683.25
"2016-08-17",1683.5
"2016-08-18",1670
"2016-08-19",1654.75
"2016-08-22",1655.75
"2016-08-23",1657
"2016-08-24",1633.25
"2016-08-25",1631.25
"2016-08-26",1628.25
"2016-08-30",1611.5
"2016-08-31",1595.25
"2016-09-01",1596.25
"2016-09-02",1575.75
"2016-09-05",1564.25
"2016-09-06",1573
"2016-09-07",1575.75
"2016-09-08",1573
"2016-09-09",1559.5
"2016-09-12",1549.5
"2016-09-13",1548.25
"2016-09-14",1569.25
"2016-09-15",1559
"2016-09-16",1563
"2016-09-19",1568.5
"2016-09-20",1563.5
"2016-09-21",1574
"2016-09-22",1626.75
"2016-09-23",1629.25
"2016-09-26",1647.5
"2016-09-27",1637.75
"2016-09-28",1653
"2016-09-29",1660.5
"2016-09-30",1664.75
"2016-10-03",1668.5
"2016-10-04",1662.75
"2016-10-05",1668.25
"2016-10-06",1670
"2016-10-07",1670.25
"2016-10-10",1686.5
"2016-10-11",1675.5
"2016-10-12",1680.75
"2016-10-13",1689
"2016-10-14",1671.5
"2016-10-17",1655.75
"2016-10-18",1631.75
"2016-10-19",1622.5
"2016-10-20",1605.75
"2016-10-21",1619.5
"2016-10-24",1624.25
"2016-10-25",1661
"2016-10-26",1671.75
"2016-10-27",1696
"2016-10-28",1718.75
"2016-10-31",1734
"2016-11-01",1734.25
"2016-11-02",1723.5
"2016-11-03",1727.5
"2016-11-04",1715.75
"2016-11-07",1720.5
"2016-11-08",1725.5
"2016-11-09",1752.75
"2016-11-10",1770
"2016-11-11",1744.5
"2016-11-14",1745
"2016-11-15",1742
"2016-11-16",1708.25
"2016-11-17",1695.5
"2016-11-18",1707.75
"2016-11-21",1733.25
"2016-11-22",1766.25
"2016-11-23",1779.5
"2016-11-24",1772.5
"2016-11-25",1757.25
"2016-11-28",1745
"2016-11-29",1718.75
"2016-11-30",1731.25
"2016-12-01",1720.75
"2016-12-02",1715
"2016-12-05",1736.25
"2016-12-06",1711.5
"2016-12-07",1711.25
"2016-12-08",1730.5
"2016-12-09",1754.75
"2016-12-12",1735.75
"2016-12-13",1748.25
"2016-12-14",1752.75
"2016-12-15",1742.5
"2016-12-16",1724.25
"2016-12-19",1720.75
"2016-12-20",1729.25
"2016-12-21",1737.5
"2016-12-22",1737.75
"2016-12-23",1733.25
"2016-12-28",1716.25
"2016-12-29",1692.5
"2016-12-30",1704
"2017-01-03",1698
"2017-01-04",1696
"2017-01-05",1709.75
"2017-01-06",1721
"2017-01-09",1735.25
"2017-01-10",1757.5
"2017-01-11",1762.5
"2017-01-12",1791
"2017-01-13",1811
"2017-01-16",1797.5
"2017-01-17",1802.25
"2017-01-18",1839
"2017-01-19",1834
"2017-01-20",1852.75
"2017-01-23",1854.75
"2017-01-24",1870.75
"2017-01-25",1836.75
"2017-01-26",1819.25
"2017-01-27",1815.25
"2017-01-30",1796.75
"2017-01-31",1815
"2017-02-01",1811
"2017-02-02",1817.75
"2017-02-03",1821.75
"2017-02-06",1820.5
"2017-02-07",1813
"2017-02-08",1830
"2017-02-09",1835
"2017-02-10",1866.25
"2017-02-13",1868
"2017-02-14",1875
"2017-02-15",1899.5
"2017-02-16",1883.75
"2017-02-17",1868.25
"2017-02-20",1889
"2017-02-21",1875.25
"2017-02-22",1875.5
"2017-02-23",1860.5
"2017-02-24",1885.75
"2017-02-27",1899.5
"2017-02-28",1919.75
"2017-03-01",1942.5
"2017-03-02",1902.75
"2017-03-03",1883.75
"2017-03-06",1865.75
"2017-03-07",1865.75
"2017-03-08",1867.75
"2017-03-09",1855.25
"2017-03-10",1867.75
"2017-03-13",1865.5
"2017-03-14",1845
"2017-03-15",1873.5
"2017-03-16",1886.5
"2017-03-17",1901.5
"2017-03-20",1909.75
"2017-03-21",1913.75
"2017-03-22",1911.75
"2017-03-23",1922.75
"2017-03-24",1928.75
"2017-03-27",1921
"2017-03-28",1935.5
"2017-03-29",1953
"2017-03-30",1962
"2017-03-31",1952.25
"2017-04-03",1940.25
"2017-04-04",1925.5
"2017-04-05",1948
"2017-04-06",1939.75
"2017-04-07",1947
"2017-04-10",1911.5
"2017-04-11",1905.25
"2017-04-12",1884
"2017-04-13",1895
"2017-04-18",1875.5
"2017-04-19",1888.5
"2017-04-20",1932.25
"2017-04-21",1922.75
"2017-04-24",1938.25
"2017-04-25",1954.75
"2017-04-26",1956
"2017-04-27",1914.75
"2017-04-28",1903
"2017-05-02",1921.75
"2017-05-03",1915.5
"2017-05-04",1906.5
"2017-05-05",1895.75
"2017-05-08",1873.25
"2017-05-09",1864.75
"2017-05-10",1859.5
"2017-05-11",1869.5
"2017-05-12",1885.5
"2017-05-15",1902.25
"2017-05-16",1920.75
"2017-05-17",1921.75
"2017-05-18",1921
"2017-05-19",1941.75
"2017-05-22",1935.5
"2017-05-23",1940.5
"2017-05-24",1942.5
"2017-05-25",1958.25
"2017-05-26",1948.75
"2017-05-30",1922.75
"2017-05-31",1925.75
"2017-06-01",1924
"2017-06-02",1929.25
"2017-06-05",1900.05
"2017-06-06",1898.25
"2017-06-07",1902.75
"2017-06-08",1898.75
"2017-06-09",1901.25
"2017-06-12",1879.5
"2017-06-13",1878.5
"2017-06-14",1872.5
"2017-06-15",1861.25
"2017-06-16",1856
"2017-06-19",1874.5
"2017-06-20",1876.5
"2017-06-21",1857.75
"2017-06-22",1861.25
"2017-06-23",1857.25
"2017-06-26",1855
"2017-06-27",1876.75
"2017-06-28",1891
"2017-06-29",1910.75
"2017-06-30",1913.5
"2017-07-03",1921
"2017-07-04",1920.75
"2017-07-05",1919.75
"2017-07-06",1932.75
"2017-07-07",1918.25
"2017-07-10",1883
"2017-07-11",1883.25
"2017-07-12",1872
"2017-07-13",1906.25
"2017-07-14",1908.25
"2017-07-17",1896.25
"2017-07-18",1904.75
"2017-07-19",1894
"2017-07-20",1892.25
"2017-07-21",1892.25
"2017-07-24",1890.5
"2017-07-25",1909.25
"2017-07-26",1920.75
"2017-07-27",1916.75
"2017-07-28",1884.5
"2017-07-31",1895.75
"2017-08-01",1884
"2017-08-02",1902.75
"2017-08-03",1894.25
"2017-08-04",1889
"2017-08-07",1945.75
"2017-08-08",2017.25
"2017-08-09",2019
"2017-08-10",2032
"2017-08-11",2037.75
"2017-08-14",2027.25
"2017-08-15",2054.25
"2017-08-16",2100
"2017-08-17",2083.25
"2017-08-18",2071.5
"2017-08-21",2089.25
"2017-08-22",2086.5
"2017-08-23",2101.25
"2017-08-24",2106.5
"2017-08-25",2066.25
"2017-08-29",2084.75
"2017-08-30",2069
"2017-08-31",2098.75
"2017-09-01",2116
"2017-09-04",2097.5
"2017-09-05",2072.25
"2017-09-06",2080.25
"2017-09-07",2082.5
"2017-09-08",2071.5
"2017-09-11",2091.25
"2017-09-12",2104
"2017-09-13",2078.25
"2017-09-14",2068.25
"2017-09-15",2056.75
"2017-09-18",2060.25
"2017-09-19",2095.75
"2017-09-20",2149.75
"2017-09-21",2146.25
"2017-09-22",2136.5
"2017-09-25",2124.75
"2017-09-26",2101
"2017-09-27",2106.25
"2017-09-28",2107.25
"2017-09-29",2080
"2017-10-02",2083.25
"2017-10-03",2114.25
"2017-10-04",2143.75
"2017-10-05",2148.25
"2017-10-06",2130.75
"2017-10-09",2149.75
"2017-10-10",2138
"2017-10-11",2104.75
"2017-10-12",2121.75
"2017-10-13",2109.75
"2017-10-16",2110
"2017-10-17",2115.25
"2017-10-18",2101.5
"2017-10-19",2145
"2017-10-20",2124.25
"2017-10-23",2124.75
"2017-10-24",2144.5
"2017-10-25",2172.75
"2017-10-26",2175.5
"2017-10-27",2150.25
"2017-10-30",2143
"2017-10-31",2141.75
"2017-11-01",2168
"2017-11-02",2154.85
"2017-11-03",2165.75
"2017-11-06",2151.25
"2017-11-07",2112.5
"2017-11-08",2090.25
"2017-11-09",2075.75
"2017-11-10",2084.5
"2017-11-13",2089.1
"2017-11-14",2061
"2017-11-15",2086.5
"2017-11-16",2084.5
"2017-11-17",2086.5
"2017-11-20",2068.75
"2017-11-21",2065.5
"2017-11-22",2089.25
"2017-11-23",2097
"2017-11-24",2117.25
"2017-11-27",2119.75
"2017-11-28",2088.25
"2017-11-29",2053.5
"2017-11-30",2034
"2017-12-01",2058.5
"2017-12-04",2052
"2017-12-05",2035.5
"2017-12-06",2002
"2017-12-07",1992
"2017-12-08",1992
"2017-12-11",2000.5
"2017-12-12",1994.5
"2017-12-13",1988.75
"2017-12-14",2033.25
"2017-12-15",2050.5
"2017-12-18",2056.5
"2017-12-19",2080.5
"2017-12-20",2105.25
"2017-12-21",2133.75
"2017-12-22",2181.25
"2017-12-27",2241.75
"2017-12-28",2274.5
"2017-12-29",2256
"2018-01-02",2252
"2018-01-03",2212.5
"2018-01-04",2235
"2018-01-05",2188.25
"2018-01-08",2158.75
"2018-01-09",2134.5
"2018-01-10",2167.25
"2018-01-11",2164.75
"2018-01-12",2202.75
"2018-01-15",2216.75
"2018-01-16",2180
"2018-01-17",2192.5
"2018-01-18",2243.5
"2018-01-19",2218.5
"2018-01-22",2245.25
"2018-01-23",2225
"2018-01-24",2246
"2018-01-25",2236.75
"2018-01-26",2253.25
"2018-01-29",2220
"2018-01-30",2201.75
"2018-01-31",2219
"2018-02-01",2224.75
"2018-02-02",2209.5
"2018-02-05",2210.75
"2018-02-06",2172.75
"2018-02-07",2161.5
"2018-02-08",2175
"2018-02-09",2120.75
"2018-02-12",2120.75
"2018-02-13",2131.75
"2018-02-14",2174.25
"2018-02-15",2163.5
"2018-02-16",2218
"2018-02-19",2264
"2018-02-20",2216
"2018-02-21",2211.25
"2018-02-22",2201.5
"2018-02-23",2169
"2018-02-26",2165.75
"2018-02-27",2171.5
"2018-02-28",2153.5
"2018-03-01",2152.25
"2018-03-02",2138.75
"2018-03-05",2130.5
"2018-03-06",2129
"2018-03-07",2075.5
"2018-03-08",2085.5
"2018-03-09",2099.75
"2018-03-12",2068.75
"2018-03-13",2081.75
"2018-03-14",2068.75
"2018-03-15",2063.25
"2018-03-16",2064
"2018-03-19",2065.5
"2018-03-20",2053.25
"2018-03-21",2059
"2018-03-22",2052.75
"2018-03-23",2026.75
"2018-03-26",2026.25
"2018-03-27",2018.25
"2018-03-28",2007.75
"2018-03-29",1986.75
"2018-04-03",1960.25
"2018-04-04",1969.25
"2018-04-05",1986.5
"2018-04-06",2021.5
"2018-04-09",2155
"2018-04-10",2206.25
"2018-04-11",2259
"2018-04-12",2377
"2018-04-13",2292
"2018-04-16",2411
"2018-04-17",2407
"2018-04-18",2540.5
"2018-04-19",2494.5
"2018-04-20",2484
"2018-04-23",2297
"2018-04-24",2228.5
"2018-04-25",2248.5
"2018-04-26",2277.5
"2018-04-27",2222
"2018-04-30",2256.5
"2018-05-01",2260
"2018-05-02",2326
"2018-05-03",2270
"2018-05-04",2369.5
"2018-05-08",2381.75
"2018-05-09",2375
"2018-05-10",2330.25
"2018-05-11",2278
"2018-05-14",2316
"2018-05-15",2329
"2018-05-16",2336.75
"2018-05-17",2303
"2018-05-18",2267.25
"2018-05-21",2275.75
"2018-05-22",2260.25
"2018-05-23",2262
"2018-05-24",2280.25
"2018-05-25",2253.5
"2018-05-29",2266.25
"2018-05-30",2263.25
"2018-05-31",2289.25
"2018-06-01",2310
"2018-06-04",2319.5
"2018-06-05",2309.25
"2018-06-06",2342
"2018-06-07",2302.5
"2018-06-08",2296
"2018-06-11",2302.5
"2018-06-12",2304.5
"2018-06-13",2281.25
"2018-06-14",2262.25
"2018-06-15",2205.25
"2018-06-18",2221
"2018-06-19",2171.75
"2018-06-20",2166.5
"2018-06-21",2180.5
"2018-06-22",2179.5
"2018-06-25",2160.5
"2018-06-26",2164.75
"2018-06-27",2186.5
"2018-06-28",2170.5
"2018-06-29",2153.5
"2018-07-02",2121
"2018-07-03",2096.25
"2018-07-04",2115
"2018-07-05",2102
"2018-07-06",2109.75
"2018-07-09",2145.5
"2018-07-10",2116.5
"2018-07-11",2097.5
"2018-07-12",2091.5
"2018-07-13",2066.25
"2018-07-16",2106.5
"2018-07-17",2065.5
"2018-07-18",2053.75
"2018-07-19",2041.75
"2018-07-20",2079
"2018-07-23",2057.75
"2018-07-24",2064
"2018-07-25",2040.5
"2018-07-26",2049
"2018-07-27",2054.5
"2018-07-30",2075
"2018-07-31",2060.75
"2018-08-01",2030
"2018-08-02",2010.75
"2018-08-03",2001.75
"2018-08-06",2016
"2018-08-07",2013.25
"2018-08-08",2084.25
"2018-08-09",2060.75
"2018-08-10",2087.25
"2018-08-13",2063.5
"2018-08-14",2045.5
"2018-08-15",1997.5
"2018-08-16",2022.25
"2018-08-17",2004.25
"2018-08-20",2031
"2018-08-21",2029.5
"2018-08-22",2040.5
"2018-08-23",2052.75
"2018-08-24",2072.75
"2018-08-28",2110
"2018-08-29",2146.75
"2018-08-30",2111.5
"2018-08-31",2101.5
"2018-09-03",2065.75
"2018-09-04",2030.25
"2018-09-05",2035.5
"2018-09-06",2002.25
"2018-09-07",2031
"2018-09-10",2057.25
"2018-09-11",2005
"2018-09-12",2025.25
"2018-09-13",2028
"2018-09-14",2006.5
"2018-09-17",1999
"2018-09-18",2000.5
"2018-09-19",1991
"2018-09-20",2012
"2018-09-21",2063.5
"2018-09-24",2028.5
"2018-09-25",2044.5
"2018-09-26",2044
"2018-09-27",2011.5
"2018-09-28",2048
"2018-10-01",2071.25
"2018-10-02",2101.75
"2018-10-03",2198
"2018-10-04",2168
"2018-10-05",2127.5
"2018-10-08",2063
"2018-10-09",2049
"2018-10-10",2040
"2018-10-11",2013
"2018-10-12",2033.75
"2018-10-15",2025.5
"2018-10-16",2025
"2018-10-17",2014.25
"2018-10-18",2007.5
"2018-10-19",1995.5
"2018-10-22",1994.5
"2018-10-23",1982.5
"2018-10-24",1977.5
"2018-10-25",1973
"2018-10-26",1981.75
"2018-10-29",1962.75
"2018-10-30",1947
"2018-10-31",1934.75
"2018-11-01",1949.25
"2018-11-02",1960.5
"2018-11-05",1956.5
"2018-11-06",1935
"2018-11-07",1971.25
"2018-11-08",1979.5
"2018-11-09",1946
"2018-11-12",1929.75
"2018-11-13",1921.5
"2018-11-14",1925.75
"2018-11-15",1907.5
"2018-11-16",1921.25
"2018-11-19",1916.5
"2018-11-20",1929.25
"2018-11-21",1943
"2018-11-22",1936.75
"2018-11-23",1938.25
"2018-11-26",1940.5
"2018-11-27",1920.5
"2018-11-28",1924.75
"2018-11-29",1936.75
"2018-11-30",1957.25
"2018-12-03",1972.25
"2018-12-04",1972.5
"2018-12-05",1970.25
"2018-12-06",1937
"2018-12-07",1950.75
"2018-12-10",1928.75
"2018-12-11",1927.5
"2018-12-12",1922
"2018-12-13",1913.75
"2018-12-14",1908.25
"2018-12-17",1943.25
"2018-12-18",1920.75
"2018-12-19",1927.5
"2018-12-20",1911.25
"2018-12-21",1907.75
"2018-12-24",1897.75
"2018-12-27",1856.5
"2018-12-28",1856.75
"2018-12-31",1862.75
"2019-01-02",1801
"2019-01-03",1844.5
"2019-01-04",1869.75
"2019-01-07",1866.25
"2019-01-08",1846.25
"2019-01-09",1831.75
"2019-01-10",1841
"2019-01-11",1813
"2019-01-14",1799
"2019-01-15",1821.25
"2019-01-16",1840.25
"2019-01-17",1844.25
"2019-01-18",1862
"2019-01-21",1847.5
"2019-01-22",1878.5
"2019-01-23",1896.25
"2019-01-24",1873.25
"2019-01-25",1902.5
"2019-01-28",1846.5
"2019-01-29",1874.25
"2019-01-30",1890.75
"2019-01-31",1892
"2019-02-01",1859.25
"2019-02-04",1895.25
"2019-02-05",1898.75
"2019-02-06",1881
"2019-02-07",1871.5
"2019-02-08",1857.5
"2019-02-11",1855.75
"2019-02-12",1832.5
"2019-02-13",1833
"2019-02-14",1820.75
"2019-02-15",1825
"2019-02-18",1824.5
"2019-02-19",1829
"2019-02-20",1849
"2019-02-21",1885.25
"2019-02-22",1890
"2019-02-25",1880.5
"2019-02-26",1885.25
"2019-02-27",1896.5
"2019-02-28",1889.5
"2019-03-01",1896.75
"2019-03-04",1852
"2019-03-05",1849.25
"2019-03-06",1842.75
"2019-03-07",1839
"2019-03-08",1844.5
"2019-03-11",1816.75
"2019-03-12",1847.5
"2019-03-13",1881
"2019-03-14",1877.25
"2019-03-15",1874.75
"2019-03-18",1899.5
"2019-03-19",1922
"2019-03-20",1912.75
"2019-03-21",1873.5
"2019-03-22",1876.75
"2019-03-25",1854
"2019-03-26",1864.5
"2019-03-27",1891.75
"2019-03-28",1886.25
"2019-03-29",1893
"2019-04-01",1876
"2019-04-02",1862.5
"2019-04-03",1871.5
"2019-04-04",1872
"2019-04-05",1864.25
"2019-04-08",1844.5
"2019-04-09",1851.25
"2019-04-10",1838.75
"2019-04-11",1840.25
"2019-04-12",1844
"2019-04-15",1848
"2019-04-16",1837.75
"2019-04-17",1834.25
"2019-04-18",1853.25
"2019-04-23",1850.5
"2019-04-24",1857
"2019-04-25",1843
"2019-04-26",1823
"2019-04-29",1813.75
"2019-04-30",1783
"2019-05-01",1807
"2019-05-02",1796.5
"2019-05-03",1769.5
"2019-05-07",1786
"2019-05-08",1765.5
"2019-05-09",1767.75
"2019-05-10",1776.75
"2019-05-13",1777.5
"2019-05-14",1813.5
"2019-05-15",1824.5
"2019-05-16",1830.75
"2019-05-17",1807
"2019-05-20",1765.5
"2019-05-21",1762.25
"2019-05-22",1745
"2019-05-23",1765.75
"2019-05-24",1771
"2019-05-28",1778
"2019-05-29",1766.25
"2019-05-30",1757.5
"2019-05-31",1773
"2019-06-03",1753.75
"2019-06-04",1760.75
"2019-06-05",1743
"2019-06-06",1745.75
"2019-06-07",1732.75
"2019-06-10",1744.75
"2019-06-11",1748.25
"2019-06-12",1759.5
"2019-06-13",1756
"2019-06-14",1732.75
"2019-06-17",1728.25
"2019-06-18",1751.75
"2019-06-19",1757.25
"2019-06-20",1756.5
"2019-06-21",1742.5
"2019-06-24",1768.75
"2019-06-25",1791.25
"2019-06-26",1795.25
"2019-06-27",1770.5
"2019-06-28",1779.75
"2019-07-01",1770.5
"2019-07-02",1756.25
"2019-07-03",1764.75
"2019-07-04",1784.25
"2019-07-05",1784
"2019-07-08",1790
"2019-07-09",1807
"2019-07-10",1833
"2019-07-11",1807.5
"2019-07-12",1802.25
"2019-07-15",1824
"2019-07-16",1831.5
"2019-07-17",1829.5
"2019-07-18",1835.75
"2019-07-19",1823.75
"2019-07-22",1788.75
"2019-07-23",1788.25
"2019-07-24",1798
"2019-07-25",1798.75
"2019-07-26",1777.25
"2019-07-29",1787
"2019-07-30",1777.5
"2019-07-31",1771.25
"2019-08-01",1753
"2019-08-02",1741
"2019-08-05",1734.25
"2019-08-06",1729.75
"2019-08-07",1715
