Index,SX5E
2019-01-30,3153.42
2019-01-31,3161.74
2019-02-01,3159.43
2019-02-04,3171.12
2019-02-05,3165.2
2019-02-06,3215.04
2019-02-07,3212.75
2019-02-08,3150.76
2019-02-11,3135.62
2019-02-12,3165.61
2019-02-13,3190.75
2019-02-14,3202.37
2019-02-15,3182.66
2019-02-18,3241.25
2019-02-19,3244.79
2019-02-20,3239.41
2019-02-21,3259.49
2019-02-22,3263.7
2019-02-25,3270.55
2019-02-26,3280.01
2019-02-27,3289.32
2019-02-28,3282.77
2019-03-01,3298.26
2019-03-04,3312.1
2019-03-05,3317.12
2019-03-06,3327.19
2019-03-07,3324.67
2019-03-08,3308.85
2019-03-11,3283.6
2019-03-12,3304.44
2019-03-13,3303.95
2019-03-14,3323.45
2019-03-15,3342.03
2019-03-18,3386.08
2019-03-19,3387.94
2019-03-20,3409.0
2019-03-21,3372.38
2019-03-22,3367.4
2019-03-25,3305.73
2019-03-26,3300.48
2019-03-27,3319.53
2019-03-28,3322.04
2019-03-29,3320.29
2019-04-01,3351.71
2019-04-02,3385.38
2019-04-03,3395.7
2019-04-04,3435.56
2019-04-05,3441.93
2019-04-08,3447.47
2019-04-09,3438.06
2019-04-10,3417.22
2019-04-11,3424.65
2019-04-12,3435.34
2019-04-15,3447.83
2019-04-16,3450.46
2019-04-17,3463.36
2019-04-18,3477.73
2019-04-23,3499.23
2019-04-24,3503.85
2019-04-25,3502.63
2019-04-26,3491.92
2019-04-29,3500.41
2019-04-30,3501.94
2019-05-01,3514.62
2019-05-02,3514.62
2019-05-03,3488.93
2019-05-06,3502.48
2019-05-07,3462.95
2019-05-08,3401.16
2019-05-09,3417.26
2019-05-10,3350.71
2019-05-13,3361.05
2019-05-14,3320.78
2019-05-15,3364.38
2019-05-16,3385.78
2019-05-17,3438.56
2019-05-20,3425.64
2019-05-21,3369.78
2019-05-22,3386.51
2019-05-23,3386.72
2019-05-24,3327.2
2019-05-27,3350.7
2019-05-28,3364.04
2019-05-29,3348.86
2019-05-30,3297.81
2019-05-31,3318.15
2019-06-03,3280.43
2019-06-04,3300.22
2019-06-05,3333.49
2019-06-06,3339.95
2019-06-07,3338.41
2019-06-10,3378.38
2019-06-11,3386.45
2019-06-12,3401.1
2019-06-13,3386.63
2019-06-14,3390.5
2019-06-17,3379.19
2019-06-18,3383.21
2019-06-19,3452.89
2019-06-20,3454.7
2019-06-21,3468.08
2019-06-24,3466.92
2019-06-25,3455.57
2019-06-26,3444.36
2019-06-27,3442.95
2019-06-28,3442.38
2019-07-01,3473.69
2019-07-02,3497.59
2019-07-03,3507.98
2019-07-04,3540.63
2019-07-05,3544.15
2019-07-08,3527.98
2019-07-09,3523.76
2019-07-10,3509.75
2019-07-11,3501.52
2019-07-12,3496.73
2019-07-15,3497.63
2019-07-16,3502.22
2019-07-17,3521.36
2019-07-18,3501.58
2019-07-19,3482.83
2019-07-22,3480.18
2019-07-23,3489.92
2019-07-24,3532.87
2019-07-25,3532.9
2019-07-26,3510.15
2019-07-29,3524.47
2019-07-30,3523.58
2019-07-31,3462.85
2019-08-01,3466.85
2019-08-02,3490.03
2019-08-05,3376.12
2019-08-06,3310.93
2019-08-07,3291.66
2019-08-08,3309.99
2019-08-09,3375.38
2019-08-12,3333.74
2019-08-13,3326.55
2019-08-14,3357.16
2019-08-15,3288.7
2019-08-16,3282.78
2019-08-19,3329.08
2019-08-20,3369.19
2019-08-21,3350.23
2019-08-22,3394.89
2019-08-23,3373.67
2019-08-26,3334.25
2019-08-27,3348.84
2019-08-28,3370.47
2019-08-29,3365.38
2019-08-30,3411.33
2019-09-02,3426.76
2019-09-03,3432.54
2019-09-04,3420.74
2019-09-05,3450.83
2019-09-06,3484.7
2019-09-09,3495.19
2019-09-10,3495.02
2019-09-11,3498.99
2019-09-12,3516.82
2019-09-13,3538.86
2019-09-16,3550.11
2019-09-17,3518.45
2019-09-18,3521.26
2019-09-19,3528.04
2019-09-20,3552.65
2019-09-23,3571.39
2019-09-24,3536.97
2019-09-25,3532.05
2019-09-26,3513.03
2019-09-27,3532.18
2019-09-30,3545.88
2019-10-01,3569.45
2019-10-02,3518.25
2019-10-03,3413.31
2019-10-04,3417.37
2019-10-07,3446.71
2019-10-08,3471.24
2019-10-09,3432.76
2019-10-10,3462.11
2019-10-11,3493.96
2019-10-14,3569.92
2019-10-15,3556.26
2019-10-16,3598.65
2019-10-17,3599.25
2019-10-18,3588.62
2019-10-21,3579.41
2019-10-22,3600.08
2019-10-23,3604.82
2019-10-24,3606.89
2019-10-25,3621.37
2019-10-28,3624.68
2019-10-29,3625.69
2019-10-30,3622.09
2019-10-31,3620.29
2019-11-01,3604.41
2019-11-04,3623.74
2019-11-05,3665.21
2019-11-06,3676.52
2019-11-07,3688.74
2019-11-08,3706.68
2019-11-11,3699.65
2019-11-12,3696.82
2019-11-13,3712.2
2019-11-14,3699.5
2019-11-15,3688.81
2019-11-18,3711.61
2019-11-19,3704.92
2019-11-20,3696.56
2019-11-21,3683.88
2019-11-22,3679.66
2019-11-25,3687.32
2019-11-26,3707.68
2019-11-27,3705.55
2019-11-28,3712.85
2019-11-29,3704.48
2019-12-02,3703.58
2019-12-03,3626.66
2019-12-04,3610.99
2019-12-05,3660.02
2019-12-06,3648.13
2019-12-09,3692.34
2019-12-10,3672.18
2019-12-11,3671.78
2019-12-12,3687.45
2019-12-13,3706.35
2019-12-16,3731.07
2019-12-17,3772.74
2019-12-18,3745.28
2019-12-19,3739.0
2019-12-20,3739.17
2019-12-23,3776.56
2019-12-24,3776.66
2019-12-27,3774.39
2019-12-30,3782.27
2019-12-31,3748.47
2020-01-02,3745.15
2020-01-03,3793.24
2020-01-06,3773.37
2020-01-07,3752.52
2020-01-08,3759.25
2020-01-09,3772.56
2020-01-10,3795.88
2020-01-13,3789.52
