Index,UKX
2019-02-14,7190.84
2019-02-15,7197.01
2019-02-18,7236.68
2019-02-19,7219.47
2019-02-20,7179.17
2019-02-21,7228.62
2019-02-22,7167.39
2019-02-25,7178.6
2019-02-26,7183.74
2019-02-27,7151.12
2019-02-28,7107.2
2019-03-01,7074.73
2019-03-04,7106.73
2019-03-05,7134.39
2019-03-06,7183.43
2019-03-07,7196.0
2019-03-08,7157.55
2019-03-11,7104.31
2019-03-12,7130.62
2019-03-13,7151.15
2019-03-14,7159.19
2019-03-15,7185.43
2019-03-18,7228.28
2019-03-19,7299.19
2019-03-20,7324.0
2019-03-21,7291.01
2019-03-22,7355.31
2019-03-25,7207.59
2019-03-26,7177.58
2019-03-27,7196.29
2019-03-28,7194.19
2019-03-29,7234.33
2019-04-01,7279.19
2019-04-02,7317.38
2019-04-03,7391.12
2019-04-04,7418.28
2019-04-05,7401.94
2019-04-08,7446.87
2019-04-09,7451.89
2019-04-10,7425.57
2019-04-11,7421.91
2019-04-12,7417.95
2019-04-15,7437.06
2019-04-16,7436.87
2019-04-17,7469.92
2019-04-18,7471.32
2019-04-23,7459.88
2019-04-24,7523.07
2019-04-25,7471.75
2019-04-26,7434.13
2019-04-29,7428.19
2019-04-30,7440.66
2019-05-01,7418.22
2019-05-02,7385.26
2019-05-03,7351.31
2019-05-07,7380.64
2019-05-08,7260.47
2019-05-09,7271.0
2019-05-10,7207.41
2019-05-13,7203.29
2019-05-14,7163.68
2019-05-15,7241.6
2019-05-16,7296.95
2019-05-17,7353.51
2019-05-20,7348.62
2019-05-21,7310.88
2019-05-22,7328.92
2019-05-23,7334.19
2019-05-24,7231.04
2019-05-28,7277.73
2019-05-29,7268.95
2019-05-30,7185.3
2019-05-31,7218.16
2019-06-03,7161.71
2019-06-04,7184.8
2019-06-05,7214.29
2019-06-06,7220.22
2019-06-07,7259.85
2019-06-10,7331.94
2019-06-11,7375.54
2019-06-12,7398.45
2019-06-13,7367.62
2019-06-14,7368.57
2019-06-17,7345.78
2019-06-18,7357.31
2019-06-19,7443.04
2019-06-20,7403.54
2019-06-21,7424.44
2019-06-24,7407.5
2019-06-25,7416.69
2019-06-26,7422.43
2019-06-27,7416.39
2019-06-28,7402.33
2019-07-01,7425.63
2019-07-02,7497.5
2019-07-03,7559.19
2019-07-04,7609.32
2019-07-05,7603.58
2019-07-08,7553.14
2019-07-09,7549.27
2019-07-10,7536.47
2019-07-11,7530.69
2019-07-12,7509.82
2019-07-15,7505.97
2019-07-16,7531.72
2019-07-17,7577.2
2019-07-18,7535.46
2019-07-19,7493.09
2019-07-22,7508.7
2019-07-23,7514.93
2019-07-24,7556.86
2019-07-25,7501.46
2019-07-26,7489.05
2019-07-29,7549.06
2019-07-30,7686.61
2019-07-31,7646.77
2019-08-01,7586.78
2019-08-02,7584.87
2019-08-05,7407.06
2019-08-06,7223.85
2019-08-07,7171.69
2019-08-08,7198.7
2019-08-09,7285.9
2019-08-12,7253.85
2019-08-13,7226.72
2019-08-14,7250.9
2019-08-15,7147.88
2019-08-16,7067.01
2019-08-19,7117.15
2019-08-20,7189.65
2019-08-21,7125.0
2019-08-22,7203.97
2019-08-23,7128.18
2019-08-27,7094.98
2019-08-28,7089.58
2019-08-29,7114.71
2019-08-30,7184.32
2019-09-02,7207.18
2019-09-03,7281.94
2019-09-04,7268.19
2019-09-05,7311.26
2019-09-06,7271.17
2019-09-09,7282.34
2019-09-10,7235.81
2019-09-11,7267.95
2019-09-12,7338.03
2019-09-13,7344.67
2019-09-16,7367.46
2019-09-17,7321.41
2019-09-18,7320.4
2019-09-19,7314.05
2019-09-20,7356.42
2019-09-23,7344.92
2019-09-24,7326.08
2019-09-25,7291.43
2019-09-26,7289.99
2019-09-27,7351.08
2019-09-30,7426.21
2019-10-01,7408.21
2019-10-02,7360.32
2019-10-03,7122.54
2019-10-04,7077.64
2019-10-07,7155.38
2019-10-08,7197.88
2019-10-09,7143.15
2019-10-10,7166.5
2019-10-11,7186.36
2019-10-14,7247.08
2019-10-15,7213.45
2019-10-16,7211.64
2019-10-17,7167.95
2019-10-18,7182.32
2019-10-21,7150.57
2019-10-22,7163.64
2019-10-23,7212.49
2019-10-24,7260.74
2019-10-25,7328.25
2019-10-28,7324.47
2019-10-29,7331.28
2019-10-30,7306.26
2019-10-31,7330.78
2019-11-01,7248.38
2019-11-04,7302.42
2019-11-05,7369.69
2019-11-06,7388.08
2019-11-07,7396.65
2019-11-08,7406.41
2019-11-11,7359.38
2019-11-12,7328.54
2019-11-13,7365.44
2019-11-14,7351.21
2019-11-15,7292.76
2019-11-18,7302.94
2019-11-19,7307.7
2019-11-20,7323.8
2019-11-21,7262.49
2019-11-22,7238.55
2019-11-25,7326.81
2019-11-26,7396.29
2019-11-27,7403.14
2019-11-28,7429.78
2019-11-29,7416.43
2019-12-02,7346.53
2019-12-03,7285.94
2019-12-04,7158.76
2019-12-05,7188.5
2019-12-06,7137.85
2019-12-09,7239.66
2019-12-10,7233.9
2019-12-11,7213.76
2019-12-12,7216.25
2019-12-13,7273.47
2019-12-16,7353.44
2019-12-17,7519.05
2019-12-18,7525.28
2019-12-19,7540.75
2019-12-20,7573.82
2019-12-23,7582.48
2019-12-24,7623.59
2019-12-27,7632.24
2019-12-30,7644.9
2019-12-31,7587.05
2020-01-02,7542.44
2020-01-03,7604.3
2020-01-06,7622.4
2020-01-07,7575.34
2020-01-08,7573.85
2020-01-09,7574.93
2020-01-10,7598.12
2020-01-13,7587.85
